,author,statement,source,date,target
388,Christian Gaston,"Says, ""I-205, six miles of which runs through my district, already carries more traffic than I-5.""",Jackie Dingfelder,"March 12, 2013",true
389,Charles Pope,"Says ""Did you know that the #KeystoneXL project is expected to create 20,000 American jobs, including more than 800 in Oregon?""",Greg Walden,"February 27, 2013",barely-true
390,Christian Gaston,"Says ""If Oregon’s Legislature simply authorizes $450 million for the CRC, it will … leave Oregon holding the bag for a great deal more cost responsibility.""",Bob Stacey,"February 20, 2013",false
391,Louis Jacobson,"""The 12 hottest years on record have come in the last 15 years.""",Barack Obama,"February 15, 2013",true
392,James B.,"Wisconsin’s laws ""ranked the worst in the world for mining investment.""",Wisconsin Manufacturers and Commerce,"• February 15,",barely-true
393,Molly Moorhead,"""We have doubled the distance our cars will go on a gallon of gas.""",Barack Obama,"February 14, 2013",false
394,W. Gardner,Says Texas ranks first among the states in the amount of carbon dioxide emitted and toxic chemicals released into water.,Sacramento Bee Editorial Board,"• February 13,",half-true
395,C. Eugene,"Tide gauges measuring sea level in Rhode Island since 1930 have risen ""maybe about 10 inches since that time.""",Janet Freedman,Jr. • February,mostly-true
396,Tom Kertscher,"A Republican-sponsored Wisconsin mining bill ""will take at least seven years to create jobs.""",Chris Larson,"January 27, 2013",barely-true
397,Eric Stirgus,"""Wind powers nearly 13 million homes across the country.""",Jennette Gayer,"January 23, 2013",mostly-true
398,W. Gardner,"Says Austin’s treated wastewater, put into the Colorado River, is of higher quality than water the city takes from the lake for public use.",Lee Leffingwell,"• January 21,",half-true
399,Sue Owen,"Says in ""our region,"" 2011 was worst drought year ever recorded.",Kirk Watson,"January 15, 2013",true
400,Nancy Madsen,"There is ""over 20 times more energy"" in a proposed Southside uranium mining site than ""there is in all the oil that’s estimated to be off Virginia’s coast""",Patrick Wales,"January 7, 2013",true
401,Aaron Marshall,"Says ""Detroit dumping a bunch of sewage"" in Lake Erie ""causes big problems"" for Ohio.",John Kasich,"January 7, 2013",half-true
402,Caryn Shinske,"""Hurricane Sandy, the most destructive Atlantic storm ever.""",Environment New Jersey,"January 6, 2013",barely-true
403,C. Eugene,"""In recent years, menhaden numbers along our coast have plummeted by 90 percent.""",Pew Environment Group,Jr. • December,barely-true
404,John Hill,"""We have more people working in clean and green energy than in oil and gas in this country.""",Sheldon Whitehouse,"November 30, 2012",true
405,Tom Feran,"Says that Sherrod Brown is an ""Obama rubber stamp"" for ""supporting the job-killing cap and trade plan.""",Josh Mandel,"November 1, 2012",false
406,Aaron Marshall,"""There is no war on coal. Period. There are more coal jobs and more coal produced in Ohio than there were five years ago, in spite of the talking points and the yard signs.""",Sherrod Brown,"October 31, 2012",true
407,C. Eugene,"""There are more oil rigs in operation in the United States than the rest of the world combined.""",David Cicilline,Jr. • October,false
408,C. Eugene,"""Under the Obama administration, we are drilling and producing more domestic energy supplies than we ever had before.""",James Langevin,Jr. • October,half-true
409,Becky Bowers,"""In one year, (President Obama) provided $90 billion in breaks to the green energy world … into solar and wind, to Solyndra and Fisker and Tesla and Ener1.""",Mitt Romney,"October 5, 2012",false
410,Tom Kertscher,"""We have more natural gas than Saudi Arabia has oil.""",Tommy Thompson,"September 24, 2012",barely-true
411,Sue Owen,"Says Sierra Club sued him to stop oil and gas activity on Texas coast, but ""we won"" and ""the turtles are fine.""",Jerry Patterson,"September 12, 2012",half-true
412,Becky Bowers,"""After 30 years of inaction, we raised fuel standards so that by the middle of the next decade, cars and trucks will go twice as far on a gallon of gas.""",Barack Obama,"September 10, 2012",half-true
413,Reginald Fields,Claims Ohio Gov. John Kasich says climate change is a problem.,Florida Wildlife Federation,"August 29, 2012",true
414,Stephen Koff,"Says that as Massachusetts governor, Mitt Romney ""condemned coal-fired plants, saying they kill people.""",Barack Obama,"August 23, 2012",mostly-true
415,Tom Feran,"Claims Joe Biden said ""coal is more dangerous than terrorists.""",Mitt Romney,"August 17, 2012",barely-true
416,Janie Har,"""This ban will only apply to Oregon commercial fishermen. Washington commercial fishermen would still be allowed to use gillnets on the Columbia River.""",Salmon for All,"August 9, 2012",half-true
417,Tom Mooney,"After the 9/11 terrorist attacks grounded commercial air traffic, ""there was a temperature drop while the airplanes weren't flying, for the week afterwards.""",Michael J. Gardiner,"August 1, 2012",barely-true
418,Dave Umhoefer,"The United States can immediately tap a domestic energy resource of ""more than 1.5 trillion barrels of oil, six times more than Saudi Arabia.""",Eric Hovde,"July 12, 2012",barely-true
419,Dave Umhoefer,"By eliminating the public intervenor’s office, ""I was the first one to fire Kathleen Falk.""",Tommy Thompson,"July 5, 2012",half-true
420,C. Eugene,"""No one in Rhode Island -- not just children, no one in Rhode Island -- should eat more than one serving of freshwater fish caught in our state each month.""",Sheldon Whitehouse,Jr. • July,half-true
421,C. Eugene,"""People who wash cars at home will use approximately 80 percent more water than they do in a car wash.""",Helio Melo,Jr. • July,pants-fire
422,Tom Humphrey,"""(Environmentalists) said ‘We’re only going to stop coal mining above 2,000 feet.’ ... Well guess where all the coal in the state of Tennessee is? Above 2,000 feet.""",Ron Ramsey,"June 30, 2012",false
423,Zack McMillin,"""Three of our cities are among the top five worst cities in the U.S. for asthma.""",Lamar Alexander,"June 24, 2012",true
424,Katie Sanders,"""There’s no wildlife"" in the Arctic National Wildlife Refuge.",Dave Weldon,"June 21, 2012",pants-fire
425,Janie Har,"Says ""Oregon is one of only three states that allow the use of gillnets on inland waters.""",Stop Gillnetting Now,"June 14, 2012",false
426,C. Eugene,"""We came out against Deepwater and everybody is now paying for [the project] in their electric bills.""",Lisa Blais,Jr. • June,barely-true
427,Katie Sanders,"Says he fought for the repeal of a septic tank inspection program after ""Tallahassee pulled a fast one.""",Don Gaetz,"May 24, 2012",barely-true
428,Louis Jacobson,On whether humans contribute to global warming,Mitt Romney,"May 15, 2012",half-flip
429,Becky Bowers,"Says the stimulus bill sent tax credits overseas, such as  ""tens of millions of dollars to build traffic lights in China.""",Americans for Prosperity,"May 3, 2012",barely-true
430,Becky Bowers,"Says the stimulus bill sent tax credits overseas, such as ""half a billion to an electric car company that created hundreds of jobs in Finland.""",Americans for Prosperity,"May 3, 2012",false
431,Becky Bowers,"Says the stimulus bill sent tax credits overseas, such as ""$1.2 billion to a solar company that's building a plant in Mexico.""",Americans for Prosperity,"May 2, 2012",pants-fire
432,C. Eugene,President Obama's refusal to grant permits for offshore drilling is one reason gasoline prices are soaring.,Mike Huckabee,Jr. • April,pants-fire
433,Stephen Koff,"Sherrod Brown opposed blocking a new EPA emissions rule, ""despite acknowledging that the EPA's cap-and-trade regulations are ‘burdensome’ and could harm economic growth in Ohio.""",Josh Mandel,"April 5, 2012",barely-true
434,Molly Moorhead,"""Obama opposed exploring for energy in Alaska.""",American Energy Alliance,"April 2, 2012",half-true
435,Janie Har,"""Every time the weight of that vehicle is reduced by a hundred pounds, your chances of dying are going to go up by about 5 percent. Peel three hundred pounds off – you’re 15 percent more likely to die in that car.""",Lars Larson,"March 29, 2012",barely-true
436,Amy Sherman,"The RESTORE Act started as an ""effort to dedicate as much BP fine money as possible towards Gulf Coast restoration"" but now ""could steer money to places like the Great Lakes and West Coast.""",Marco Rubio,"March 22, 2012",half-true
437,Sabrina Eaton,Says Lake Erie contains more native fish than all the other Great Lakes combined.,Marcy Kaptur,"March 22, 2012",mostly-true
438,Willoughby Mariano,"The Atlanta area’s water planning district ""is now the national leader in conservation.""",Pat Stevens,"March 6, 2012",barely-true
439,Tom Kertscher,"Wisconsin is called the Badger State because ""our ancestors came here with the hopes of living the American dream by mining.""",Scott Walker,"March 5, 2012",true
440,Sue Owen,Says there’s no proven instance where hydraulic fracking has polluted groundwater.,Rick Perry,"February 29, 2012",mostly-true
441,Willoughby Mariano,"""You can’t put a gun rack in a [Chevrolet] Volt.""",Newt Gingrich,"February 24, 2012",false
442,Molly Moorhead,"Says President Barack Obama ""has an Environmental Protection Agency proposal that would raise the price of gasoline by 25 cents a gallon.""",Newt Gingrich,"February 7, 2012",false
443,Janie Har,"In the 2011 legislative session, DEQ's budget was cut 18.5 percent — a disproportionate cut compared to other natural resource agencies.",Oregon Environmental Council-Oregon Business Association,"February 7, 2012",half-true
444,Tom Kertscher,"A proposed mine in Wisconsin is ""about two-thirds the size of Lake Winnebago.""",Penny Bernard Schaber,"January 30, 2012",barely-true
445,Molly Moorhead,Says he eliminated an EPA rule that treated spilled milk like it was oil.,Barack Obama,"January 24, 2012",true
446,Aaron Marshall,"""We never had an earthquake in Youngstown until John Kasich was elected Governor,""",Robert Hagan,"January 24, 2012",half-true
447,Caryn Shinske,"""Many types of fish and shellfish from waters across the state are labeled unsafe to eat.""",James Florio,"January 20, 2012",mostly-true
448,Janie Har,The proposed Keystone XL oil pipeline is a bipartisan proposal.,Rob Cornilles,"January 14, 2012",mostly-true
449,Angie Drobnic,"Says Newt Gingrich ""co-sponsored a bill with Nancy Pelosi that would have given $60 million a year to a U.N. program supporting China’s brutal one-child policy.""",Restore Our Future,"• January 12,",pants-fire
450,Maryalice Gill,"The EPA was asked about an environmental citation for the city landfill in Nashua, N.H. but ""didn’t know"" why it was cited.",Newt Gingrich,"January 8, 2012",mostly-true
451,Tom Kertscher,"Says area near proposed northern Wisconsin iron ore mine is ""15 hours away"" from where public hearing on mining was held.",Kelda Helen Roys,"January 8, 2012",false
452,Alex Kuffner,"""[Renewable energy] projects . . . get us off foreign oil and away, step by step, from these foreign entanglements that we have to get into to defend our oil supply.""",Sheldon Whitehouse,"January 8, 2012",barely-true
453,Molly Moorhead,Says Newt Gingrich aligned with Nancy Pelosi on global warming.,Make Us Great Again,"December 23, 2011",true
454,Sue Owen,Says a trash mound on U.S. 290 is 800 feet tall.,Richard Franklin III,"December 22, 2011",barely-true
455,Molly Moorhead,"Newt Gingrich ""teamed with Nancy Pelosi and Al Gore on global warming.""",Restore Our Future,"December 21, 2011",true
456,Alex Kuffner,"""Hydrogen sulfide . . . [was] used in the genocide of Jews in Germany. """,Michael Chippendale,"December 21, 2011",false
457,Ian K.,Says there have been no cases of wolves killing people in Rocky Mountain states.,Oregon Department of Fish and Wildlife,"• December 16,",true
458,Maryalice Gill,"""In this country … we have more natural gas than Saudi Arabia has oil.""",Jon Huntsman,"December 16, 2011",barely-true
459,Willoughby Mariano,"""The study of the Savannah River Estuary . . . clearly demonstrates the project can be constructed and [environmental] impacts will be mitigated.""",Curtis Foltz,"December 14, 2011",half-true
460,Molly Moorhead,"""I never favored cap and trade.""",Newt Gingrich,"December 7, 2011",false
461,Stephen Koff,"Sen. Sherrod Brown ""has chosen to side with Washington bureaucrats and fringe extremists in the attacks on our natural resources.""",Josh Mandel,"December 7, 2011",pants-fire
462,Angie Drobnic,Says Mitt Romney has said different things about whether global warming is caused by humans,Democratic National Committee,"• November 30,",mostly-true
463,C. Eugene,"In Rhode Island, ""only 5 percent of ozone pollution is from local or in-state sources. . . Ninety-five percent comes from outside of our borders, particularly the Midwest.""",Jack Reed,Jr. • November,half-true
464,Becky Bowers,"Solyndra ""had robots that whistled Disney songs. I'm not kidding.""",Mitt Romney,"November 17, 2011",half-true
465,Amy Sherman,"The United States' regulations ""are among the most difficult in the world.""",Rick Scott,"November 16, 2011",false
466,Louis Jacobson,"Solar and wind energy are ""both cheaper than nuclear right now.""",Bill Clinton,"November 11, 2011",half-true
467,Sabrina Eaton,"""The problem with invasive species today in the Great Lakes isn’t ballast water.""",Steve LaTourette,"November 9, 2011",true
468,Amy Sherman,"The EPA ""wants to hire 230,000 new government regulators that will cost the taxpayer $21 billion.""",Allen West,"November 7, 2011",false
469,Becky Bowers,"Says it wasn't until he and a Senate colleague were able to ""wrangle the actual streaming video"" from BP that scientists were able to calculate the oil spill flow.",Bill Nelson,"October 26, 2011",mostly-true
470,Becky Bowers,"""A Cornell University research study concludes that ethanol generates a 29 percent energy loss, meaning it takes more than a gallon of gasoline to produce a gallon of ethanol.""",Matt Gaetz,"October 19, 2011",mostly-true
471,Eric Stirgus,"""Since 1970, the Clean Air Act has reduced toxic and health-threatening air pollution by 60 percent while our economy has grown more than 200 percent.""",Hank Johnson,"October 19, 2011",mostly-true
472,Janie Har,"Says that ""In 2009, I saved ratepayers around $500 million by persuading the Council to pursue a less expensive compliance mechanism if the City is required to treat Bull Run drinking water.""",Amanda Fritz,"October 11, 2011",mostly-true
473,Willoughby Mariano,"An Environmental Protection Agency regulation that goes into effect Jan. 1, 2012, regulates dust.",Herman Cain,"October 5, 2011",false
474,Charles Pope,"Says ""Every year air pollution protections are delayed, another 34,000 people will die prematurely.""",Earl Blumenauer,"October 3, 2011",mostly-true
475,Janie Har,Says she helped lead the launch of curbside recycling.,Mary Nolan,"October 1, 2011",half-true
476,Eric Stirgus,"""We have had over 40 days this summer where it was unsafe to breathe the air.""",Jennette Gayer,"September 30, 2011",half-true
477,Louis Jacobson,Says Texas wildfires are linked to climate change.,Barack Obama,"September 28, 2011",half-true
478,Caryn Shinske,"""The water quality in the ocean is perfect. It’s been tested up and down every ocean shore in New Jersey.""",Chris Christie,"September 25, 2011",mostly-true
479,Erin O'Neill,"Says ""New Jersey’s $1 billion horse racing industry … employs 13,000 individuals and ensures the preservation of 176,000 acres of horse farmland.""",Raymond Lesniak,"September 22, 2011",half-true
480,Henry J.,"Says that  in the recent year homeowners across Ohio have signed mineral rights agreements ""and I understand that over a billion dollars worth of leases have been signed to date.""",Michael Skindell,"• September 20,",true
481,Bill Wichert,"Says New Jersey is ""losing 50 football fields of open space to development every day and the more we develop upstream the more flooding we have downstream.""",New Jersey Sierra Club,"September 19, 2011",half-true
482,Caryn Shinske,"""Point Pleasant Beach does not own its beaches; they are privately owned and operated by businesses such as Jenkinson’s""",Vincent Barrella,"September 5, 2011",mostly-true
483,Louis Jacobson,"""The United States is the No. 1 country in the world for energy resources. … We are the king daddy dogs when it comes to energy.""",Michele Bachmann,"August 31, 2011",half-true
484,Sabrina Eaton,"Says there’s not ""much evidence to suggest that people have (contributed to global warming) or can do very much to change anything.""",Kevin Coughlin,"August 31, 2011",false
485,Angie Drobnic,"Scientists are ""questioning the original idea that man-made global warming is what is causing the climate to change. … (It is) more and more being put into question.""",Rick Perry,"• August 22,",false
486,Angie Drobnic,"""The weight of the evidence (on global warming) is that most of it, maybe all of it, is because of natural causes ... it’s fair to say the science is in dispute.""",Tim Pawlenty,"• August 14,",false
487,Aaron Marshall,"""You might be surprised to know that 137 billion gallons flows (into Lake Erie) every day. You might be surprised to know that only 86.3 billion gallons flow out. ... Leaving us a net surplus of approximately 50 billion gallons a day.""",Tim Grendell,"August 8, 2011",false
488,Dave Umhoefer,"Says state Sen. Alberta Darling is ""allowing mercury to harm our children"" because she voted against an electronics recycling bill.",Wisconsin Sierra Club,"August 5, 2011",barely-true
489,Tom Kertscher,"""One of the biggest polluters in our country is the Milwaukee Metropolitan Sewerage District.""",Jim Sensenbrenner,"August 3, 2011",false
490,Joe Guillen,"""Fracturing or horizontally fracturing the shale to open up larger pockets of natural gas ... has been used for over 60 years and, as of 2009, over 80,000 wells have been fracked in Ohio.""",Kris Jordan,"July 19, 2011",half-true
491,Aaron Marshall,"""State agencies have not identified one single instance where groundwater has been damaged due to hydraulic fracking.""",Kris Jordan,"July 14, 2011",mostly-true
492,Erin O'Neill,"""One of the reasons that Budweiser stayed in New Jersey is the money they got from RGGI to put solar on their roof to save on their energy costs.""",Jeff Tittel,"July 4, 2011",false
493,Wes Hester,"Phil Puckett ""voted no on sending the EPA a message that they’ve gone too far not once, but twice.""",Republican Party of Virginia,"June 24, 2011",pants-fire
494,Jacob Geiger,On subsidies for ethanol production.,George Allen,"June 22, 2011",full-flop
495,Janie Har,"The Medford Water Commission was fined $279,000 for dumping plain drinking water into a stream.",Doug Whitsett,"June 18, 2011",half-true
496,Richard Salit,"""It’s just crazy that the government will ... make it illegal to use the old [incandescent] bulbs.""",Mike Stenhouse,"June 16, 2011",pants-fire
497,Louis Jacobson,"Says President Barack Obama ""has put (up) a stop sign … against oil drilling, against any kind of exploration offshore or in Alaska.""",Rick Santorum,"June 15, 2011",false
498,Bill Wichert,"""Every year the state loses 8,000-10,000 acres of land in bear country.""",New Jersey Sierra Club,"June 10, 2011",half-true
499,Robert Farley,"Commerce Secretary nominee John Bryson ""appears to endorse world government.""",Anonymous GOP critics,"June 9, 2011",false
500,Ian K.,"Michigan and Massachusetts raised their bottle deposit and ""could no longer afford the program because the redemptions were so high there was no profit in there.""",Jeff Kruse,"• June 6,",pants-fire
501,Janie Har,Increasing the bottle deposit to 10 cents on a case of water bottles could literally double the price of that product in the store.,Matt Wingard,"May 13, 2011",barely-true
502,Ciara O'Rourke,"Benzene has ""never been proven to be harmful.""",Rick Hardcastle,"May 7, 2011",pants-fire
503,Aaron Sharockman,"Says Florida is one of a few or perhaps the only state ""that has a statewide review of local land use and zoning decisions.""",Chris Dorworth,"April 29, 2011",half-true
504,Janie Har,"""A $250 fine if you're caught with a plastic bag coming out of a store. Plastic bag police anyone?""",Victoria Taft,"April 29, 2011",false
505,Richard Salit,"""For every [coyote] they kill, the population will replace and usually multiply.""",Online petition,"April 15, 2011",mostly-true
506,Jacob Geiger,"A cap-and-trade bill would ""destroy over 50,000 jobs in Virginia.""",Robert Hurt,"April 12, 2011",barely-true
507,Willoughby Mariano,"""In three years we could find close to 50 million gallons per day through a toilet replacement program.""",Sally Bethea,"April 4, 2011",mostly-true
508,James B.,Says Supreme Court candidate JoAnne Kloppenburg’s record as a state Justice Department lawyer consists only of the prosecution of cases regarding regulation of docks.,David Prosser,"• April 1,",pants-fire
509,Aaron Sharockman,Says new EPA water regulations would force the state to make drainage canals every bit as clean as pristine Florida river systems.,Free Market Florida,"March 30, 2011",mostly-true
510,Peter Lord,"Woonsocket needs a garbage-burning power plant because ""residents are paying through the nose for electricity that’s fueled by foreign oil, at prices that are skyrocketing.""",Jon Brien,"March 27, 2011",pants-fire
511,Jacob Geiger,"""Not even expensive bottled water, like Perrier and Evian, are of good enough quality to pump out of mines in Southwest Virginia, according to the EPA regulation.""",Morgan Griffith,"March 22, 2011",barely-true
512,Tom Feran,"""Lake Erie supports nearly 10 percent of Ohio's jobs and generates $750 million in state and local taxes.""",Betty Sutton,"March 18, 2011",mostly-true
513,Louis Jacobson,"""Twenty percent of our electricity currently comes from nuclear power plants. I think there are 104 in the United States, two of them around the coast in California.""",Bill Kristol,"March 16, 2011",mostly-true
514,Stephen Koff,"Says that President Obama said in 2008 that his proposed greenhouse gas regulations ""will bankrupt"" anyone who wants to build a new coal-fired power plant.",Ohio Coal Association,"March 14, 2011",mostly-true
515,Louis Jacobson,"A bill that would halt the EPA from regulating greenhouse gases would help ""stop rising gas prices.""",Fred Upton,"March 14, 2011",false
516,Jacob Geiger,"""A new ruling by the EPA would force dairy farmers to comply with the Spill Prevention, Control and Countermeasure Program when dealing with spilt milk -- the same regulations oil and natural gas producers must follow.""",Morgan Griffith,"March 11, 2011",false
517,Trenton Daniel,"""We closed that plant down. It was a $27 million-dollar plant, operating full steam, and we closed it down.""",Frederica Wilson,"March 7, 2011",true
518,Ian K.,Says Oregon recyclers can't recycle plastic bags,Mark Hass,"• March 5,",half-true
519,W. Gardner,"Says broken compact fluorescent light bulbs ""allegedly cause migraines and epilepsy attacks.""",Phyllis Schlafly,"• March 5,",false
520,Louis Jacobson,"Says that in a hearing, Rep. Gabrielle Giffords suggested to Gen. David Petraeus that the Army ""put more emphasis on less environmentally damaging methods, like stabbing or clubbing enemy forces in order to minimize the carbon output.""",Chain email,"March 1, 2011",pants-fire
521,Ian K.,"""Twelve percent of the garbage collected in those SOLV cleanups, by volume, is plastic bags.""",Mark Hass,"• February 26,",mostly-true
522,James B.,"Four state Assembly Democrats ""scored a death blow to northeast Wisconsin’s economy"" by killing hundreds of jobs at a potential Bass Pro Shops near Green Bay.",Scott Suder,"• February 13,",pants-fire
523,Janie Har,A 5-cent charge on paper bags is a tax.,Mark Daniels,"February 13, 2011",false
524,W. Gardner,Says the foreman of the jury that convicted him was a Greenpeace activist.,Tom DeLay,"• February 10,",mostly-true
525,Aaron Marshall,"Says an EPA permit ""languished"" under Strickland but his new EPA director got it done in two days.",John Kasich,"February 7, 2011",barely-true
526,W. Gardner,"Says the Texas Forest Service planted 6,000 trees in the Dallas/Fort Worth area before the Super Bowl for unknown reasons at an unknown cost.",Michael Sullivan,"• February 6,",half-true
527,Louis Jacobson,"Nevada will be ""energy independent within the immediate future.""",Harry Reid,"February 3, 2011",false
528,Jacob Geiger,"""[Tailpipe emissions rules], if fully implemented with all the regulations that go with it, they will keep the temperature from rising nearly five one-hundredths of a degree Fahrenheit. By 2050.""",Ken Cuccinelli,"January 28, 2011",true
529,Aaron Sharockman,Says required state septic inspections would cost septic tank owners $100 to $150 every five years.,Dennis Jones,"January 27, 2011",half-true
530,Angie Drobnic,"""The Interior Department is in charge of salmon while they're in fresh water, but the Commerce Department handles them when they're in saltwater.""",Barack Obama,"• January 26,",mostly-true
531,Peter Lord,"""New England already has access to ample supplies of natural gas.""",Jack Reed,"January 23, 2011",true
532,C. Eugene,"If the Stamp Farm wind turbine is built, the ""health risk of 'flicker' impact created by shadows of blades of turbines poses real and significant health risks, particularly seizures.""",Laurence Ehrhardt,Jr. • January,pants-fire
533,Tom Feran,"""We're worse than a Third World country in terms of water quality and the way we treat our sewage.""",Mike Polensek,"January 4, 2011",half-true
534,Eric Stirgus,"""The Greenest County in America.""",DeKalb County,"January 3, 2011",barely-true
535,Amy Sherman,"""A 5 percent increase in domestic production would increase the world supply by less than 1 percent and do almost nothing to our dependence on foreign oil. This would also have virtually no effect on the price of gas at the pump.""",Debbie Wasserman Schultz,"December 13, 2010",true
536,Willoughby Mariano,"Low-flow toilets ""can cost homeowners up to $1,000 each.""",Elaine Boyer,"December 1, 2010",half-true
537,Edward Fitzpatrick,"""We were one of the first states in the U.S. to build sewers, to bring the treatment plant on line.""",Jamie Samons,"November 28, 2010",true
538,W. Gardner,"""More people hunt and fish in Texas in a given year than attend the... games of the Dallas Cowboys, the Dallas Mavericks, the Houston Texans and the Houston Rockets combined.""",Todd Staples,"• November 25,",true
539,Dave Umhoefer,"Sewer backups into basements caused the ""vast majority of the damage to homes and buildings"" in Milwaukee’s July floods, but federal flood insurance doesn’t cover them.",Jim Bohl,"November 16, 2010",half-true
540,Wes Hester,"Rick Boucher ""helped write"" the cap-and-trade bill",Morgan Griffith,"October 28, 2010",half-true
541,C. Eugene,"Tells David Cicilline, ""94 percent of the carbon emissions which you so want to get rid of are caused by nature.""",John Loughlin,Jr. • October,false
542,James B.,"Says Gov. Jim Doyle and the DNR have not put hunters first and mismanaged the deer herd; as a result ""the deer population has dwindled.""",Scott Walker,"• October 24,",barely-true
543,Janie Har,Says Tom Hughes supports paving over thousands of acres with over-development and sprawl.,Bob Stacey,"October 20, 2010",false
544,Willoughby Mariano,"Said U.S. Rep. Jim Marshall, D-Macon, sent nearly $2 billion overseas to build wind turbines and create jobs, mostly in China",Austin Scott,"October 19, 2010",false
545,John Hill,"Says Christopher Little has ""a history of working against environmental protection by defending the worst types of corporate polluters""",Edwin Pacheco,"October 19, 2010",false
546,Brian Liberatore,"Debbie Jackow ""unlike her opponent ... WILL NOT de-fund the 20/20 land program.""",Debbie Jackow,"October 10, 2010",false
547,Becky Bowers,"""It takes as much energy to make a solar panel as it likely generates in its entire life.""",J.D. Alexander,"September 28, 2010",pants-fire
548,Aaron Sharockman,"""We've got to find 2 billion gallons (of water per day) between now and 2025.""",Adam Putnam,"September 10, 2010",mostly-true
549,Trenton Daniel,"""I’m the only one who's fought against developers draining the Everglades!""",Kendrick Meek,"September 10, 2010",false
550,Louis Jacobson,"Proposed tax changes are a ""handout"" to BP.",National Taxpayers Union,"September 10, 2010",half-true
551,Eric Stirgus,"Georgia's U.S. senators voted for legislation that would ""gut clean air protections and increase oil dependence.""",Stephen Kretzmann,"September 7, 2010",half-true
552,Cary Spivak,"Ron Johnson is ""willing to hand over the Great Lakes to the oil companies.""",Russ Feingold,"September 3, 2010",barely-true
553,Lee Bergquist,"""Since being elected, (Tom Barrett) has dumped 8.2 billion gallons of raw sewage into Lake Michigan.""",Scott Walker,"September 3, 2010",barely-true
554,Robert Higgs,"""The Great Lakes Compact has a loophole. And the loophole is that while you cannot remove the water in a big transport, you can remove it in containers of 5.7 gallons or less.""",Dennis Kucinich,"September 1, 2010",mostly-true
555,Jodie Tillman,"Kathryn Starkey ""only attended half of those meetings.""",Committee to Protect Florida,"August 13, 2010",mostly-true
556,Jodie Tillman,"Kathryn Starkey ""aided and abetted the continued taxation on residents’ properties over 70 percent of the time by seconding motions and voting to keep the millage rate the same.""",Committee to Protect Florida,"August 13, 2010",half-true
557,Jodie Tillman,"Kathryn Starkey ""joined forces with liberal Democrats on a historic sales tax hike.""",Committee to Protect Florida,"August 13, 2010",false
558,Reginald Fields,"""In renewable and advanced energy manufacturing projects, Ohio now ranks first among the 50 states.""",Ted Strickland,"July 30, 2010",half-true
559,Ciara O'Rourke,"""We caught (the Texas Commission on Environmental Quality) lying to us about the results of air quality studies in the Barnett Shale.""",Wendy Davis,"July 25, 2010",half-true
560,Aaron Sharockman,"House Republicans who complained they didn't have enough time to consider a constitutional ban against oil drilling ""shoved through a proposal in just a few days to open state waters to oil drilling.""",Alex Sink,"July 21, 2010",true
561,Louis Jacobson,"Russ Feingold ""voted against the law that protected our lakes"" and ""was the only Great Lakes senator to vote no.""",Ron Johnson,"July 19, 2010",barely-true
562,Robert Farley,"""We had 2 percent of the global market (for advanced batteries) when he (Obama) started. We now have 16 percent, headed to 40 percent by 2015.""",David Axelrod,"July 15, 2010",half-true
563,W. Gardner,"Says Texas has one state inspector for every 4,500 oil and gas wells.",Jeff Weems,"• July 15,",true
564,Martha M.,"On whether BP's $20 billion fund to compensate oil spill victims is ""a slush fund.""",Sharron Angle,"• July 13,",full-flop
565,Eric Stirgus,"""I have a record on the environment of creating green energy ... taking trash and turning it into cash.""",Vernon Jones,"June 30, 2010",mostly-true
566,Alex Holt,"It was President Obama's ""inaction that caused over three weeks to go by before he even approved the governor's plan to protect our marsh.""",Steve Scalise,"June 29, 2010",half-true
567,Alex Holt,"Canada ""does spills into their water to practice in the event that this would happen. That is not allowed in the United States.""",Mary Landrieu,"June 28, 2010",mostly-true
568,Louis Jacobson,"""Sen. George LeMieux voted to let oil companies off the hook and overturn pollution rules.""",Florida Conservation Alliance,"June 25, 2010",half-true
569,Louis Jacobson,"""Every day, oil continues to pour into the Gulf of Mexico. ... Even with disaster on our coast..., Richard Burr voted to let big oil off the hook.""",Americans United for Change,"June 25, 2010",half-true
