,author,statements,source,date,target,BinaryTarget,BinaryNumTarget
2382,Samantha Putterman,Says Dr. Anthony Fauci wrote a paper blaming 1918-19 flu deaths on masks.,Facebook posts,"21, 2020 2020",false,FALSE,0
2383,Daniel Funke,"“Hunter Biden was chairman of the World Food Program, which just won the Nobel Peace Prize. Eric Trump, Donald J Trump Jr, Ivanka Trump are banned from ever operating a charity again because they stole donations to children with cancer.""",Left Action,"21, 2020 2020",false,FALSE,0
2384,Noah Y.,Photo shows Joe Biden next to a man seen in a sex sting video.,Facebook posts,"October 21, 21,",pants-fire,FALSE,0
2385,Bill McCarthy,"Says NBC News’ Kristen Welker “gave thousands of dollars to Obama, Clinton and Biden, is registered as a Democrat & her family spent Christmas with the Obamas at the White House.”",Facebook posts,"20, 2020 2020",false,FALSE,0
2386,Amy Sherman,"“15 days left to vote BUT if you are voting by mail, you need to vote TODAY. USPS says it needs a 14 day roundtrip to be counted on election day.”",Instagram posts,"20, 2020 2020",half-true,FALSE,0
2387,Amy Sherman,If you know someone's name and date of birth you can change their votes on Oregon’s voting website.,Bloggers,"20, 2020 2020",pants-fire,FALSE,0
2388,Ciara O'Rourke,A photo shows women who “gathered to scream at Trump through their vaginas.”,Viral image,"20, 2020 2020",false,FALSE,0
2389,Daniel Funke,"Says “Hunter Biden had 25,000 pics of him torturing and raping children under age 10 in China on his laptop.”",Facebook posts,"20, 2020 2020",false,FALSE,0
2390,Ciara O'Rourke,Photo shows Ice Cube and 50 Cent wearing Donald Trump hats.,Viral image,"20, 2020 2020",false,FALSE,0
2391,Monique Curet,"Says Joe Biden told a factory worker, “I don’t work for you!” while pointing a finger in the worker’s face.",Facebook posts,"20, 2020 2020",half-true,FALSE,0
2392,Ciara O'Rourke,"Says Anthony Fauci was indicted “for crimes including treason, conspiring with the enemy and fraud.”",Facebook posts,"19, 2020 2020",pants-fire,FALSE,0
2393,Noah Y.,“WHO now says your child’s presence in school counts as ‘informed consent’ for vaccination - parental presence not required.”,Facebook posts,"October 19, 19,",false,FALSE,0
2394,Ciara O'Rourke,"Says Joe Biden said, “I lived in Section 8 housing as a little boy.”",Facebook posts,"19, 2020 2020",false,FALSE,0
2395,Ilana Strauss,“Federal law requires people to speak English to be naturalized as American citizens.”,Facebook posts,"19, 2020 2020",mostly-true,FALSE,0
2396,Hayat Norimine,A photo shows a massive crowd at a recent Florida rally for Donald Trump.,Facebook posts,"18, 2020 2020",false,FALSE,0
2397,Hayat Norimine,Says Nancy Pelosi was photographed with the Manson Family.,Facebook posts,"18, 2020 2020",pants-fire,FALSE,0
2398,Ciara O'Rourke,"Says Kanye West got 40,000 votes in the presidential election in Kentucky.",Instagram posts,"16, 2020 2020",false,FALSE,0
2399,Amy Sherman,“Jaime Harrison is being left off of South Carolina ballots”,Facebook posts,"16, 2020 2020",false,FALSE,0
2400,Ciara O'Rourke,Says Joe Biden calls Donald Trump’s supporters the dregs of society.,Viral image,"16, 2020 2020",false,FALSE,0
2401,Daniel Funke,Says Joe Biden’s “capital gains tax means that when you sell your home you’ll owe taxes of 40% of your profit!”,Facebook posts,"16, 2020 2020",barely-true,FALSE,0
2402,Ciara O'Rourke,"CNN reported, “Due to COVID-19, President Donald Trump passes away at 74.”",Viral image,"16, 2020 2020",pants-fire,FALSE,0
2403,Samantha Putterman,"Says Amy Coney Barrett said ""calling a Black employee the N-word does not make for a hostile work environment.""",Facebook posts,"15, 2020 2020",half-true,FALSE,0
2404,Ciara O'Rourke,A fly landed on Amy Coney Barrett’s shoulder during day one of the confirmation hearings,Viral image,"15, 2020 2020",false,FALSE,0
2405,Daniel Funke,"Says Joe Biden and Barack Obama “directly participated in a plot to have #SealTeam6 MURDERED, then arranged a massive cash deal as part of a cover up.”",Tweets,"14, 2020 2020",pants-fire,FALSE,0
2406,Bill McCarthy,"Says Joe Biden said, “You know, we have to come together. That’s why I’m running. I’m running as a proud Democrat for the Senate. So vote! Vote!”",Facebook posts,"14, 2020 2020",barely-true,FALSE,0
2407,Ciara O'Rourke,"“Your ballot could be disqualified if it is written on” in Haltom City, Tex.",Viral image,"13, 2020 2020",false,FALSE,0
2408,Ciara O'Rourke,"Says Donald Trump said he nominated Amy Coney Barrett to the Supreme Court because she “is much, much better looking than the women we have had.”",Viral image,"13, 2020 2020",pants-fire,FALSE,0
2409,Ciara O'Rourke,“CDC just cancelled Halloween for kids.”,Viral image,"13, 2020 2020",false,FALSE,0
2410,Hayat Norimine,Says Joe Biden took a knee during the national anthem.,Facebook posts,"13, 2020 2020",false,FALSE,0
2411,Hayat Norimine,Says Joe Biden called for a jihad in a video.,The Gateway Pundit,"13, 2020 2020",false,FALSE,0
2412,Ciara O'Rourke,“Jeffrey Epstein found living in New Mexico!”,Facebook posts,"13, 2020 2020",pants-fire,FALSE,0
2413,Ciara O'Rourke,"Says Kamala Harris said, “American churches are PROPAGANDA CENTERS for intolerant homophobic, xenophobic vitriol.""",Facebook posts,"13, 2020 2020",false,FALSE,0
2414,Ciara O'Rourke,“ABC News has confirmed that attendees to Trump WH Rally were paid. $150. ea and had to sign an NDA.”,Facebook posts,"12, 2020 2020",false,FALSE,0
2415,Madison Czopek,"Image quotes Sen. Ted Cruz as saying, “In the last election, 54 million evangelical Christians stayed home. If Christians will simply show up and vote our values, we’ll turn this country around.”",Viral image,"12, 2020 2020",half-true,FALSE,0
2416,Samantha Putterman,No one showed up for this Joe Biden and Kamala Harris joint campaign event in Arizona.,Facebook posts,"12, 2020 2020",barely-true,FALSE,0
2417,Bill McCarthy,Video from 2019 shows Kamala Harris “caught in a major lie” about fracking during the 2020 vice presidential debate.,Bloggers,"12, 2020 2020",barely-true,FALSE,0
2418,Ciara O'Rourke,"Says Kamala Harris said, “The American people aren’t equipped to make these decisions for themselves.”",Viral image,"12, 2020 2020",false,FALSE,0
2419,Ciara O'Rourke,"During the debate, Kamala Harris said, “that’s a great segway to the next question,” suggesting she knew the next question.",Facebook posts,"12, 2020 2020",barely-true,FALSE,0
2420,Rebecca Catalanello,Image shows Nancy Pelosi drunk and being kissed by President Barack Obama.,Facebook posts,"12, 2020 2020",false,FALSE,0
2421,Ilana Strauss,"""If Biden becomes president and cannot complete his term, Harris will become president, and Pelosi will become vice president.""",Facebook posts,"10, 2020 2020",false,FALSE,0
2422,Ciara O'Rourke,Twitter removed this tweet from Donald Trump: “My blood IS the vaccine!!!!!”,Viral image,"9, 2020 2020",pants-fire,FALSE,0
2423,Madison Czopek,"Says that Nikita Khrushchev said, “Your children's children will live under communism. You Americans are so gullible. No, you won't accept communism outright; but, we will keep feeding you small doses of socialism until you will finally wake up and find you already have Communism.”",Nikki Haley,"9, 2020 2020",false,FALSE,0
2424,Ciara O'Rourke,"An appellate court found Kamala Harris and police “took part in framing and prosecuting a man” for a murder he didn’t commit, paying a key witness $60,000 in relocation benefits for testifying against him.",Viral image,"9, 2020 2020",half-true,FALSE,0
2425,Aaron Sharockman,"“Shredded Pennsylvania Mail in ballot Applications were discovered in a trailer.
The applications were for @realDonaldTrump.”",Bloggers,"8, 2020 2020",false,FALSE,0
2426,Ciara O'Rourke,An impersonator in a Joe Biden mask gave an interview as Joe Biden.,Viral image,"8, 2020 2020",pants-fire,FALSE,0
2427,Samantha Putterman,"“South Dakota, Idaho, Florida, Tennessee & Georgia are now mask FREE!”",Facebook posts,"7, 2020 2020",barely-true,FALSE,0
2428,Ciara O'Rourke,“Chris Christie is in ICU and reported to be put on a ventilator.”,Viral image,"7, 2020 2020",false,FALSE,0
2429,Ciara O'Rourke,"“Hillsboro school district has already placed Antifa, BLM in their curriculum as Justice Fighters. Fourth grade.”",Facebook posts,"7, 2020 2020",false,FALSE,0
2430,Madison Czopek,“The Rock has lost 48 million followers on his IG and YouTube after coming out for Biden.”,Facebook posts,"7, 2020 2020",false,FALSE,0
2431,Ciara O'Rourke,Hacked emails “revealed that Hillary Clinton & pals are involved in sex trafficking children.”,Facebook posts,"7, 2020 2020",pants-fire,FALSE,0
2432,Noah Y.,"Says Joe Biden said 14,000 people died from H1N1. “Fact checking it is 574,000.”",Facebook posts,"October 7, 7,",pants-fire,FALSE,0
2433,Tom Kertscher,Says Kamala Harris said there will be “a federal tax on your home for reparations.”,Facebook posts,"7, 2020 2020",false,FALSE,0
2434,Monique Curet,“NYT is correcting their lies..Trump paid $1M in 2016 & $3.8M in 2017-18..THEY LIED..AGAIN. INFO ON TWITTER THIS AM.”,Facebook posts,"7, 2020 2020",false,FALSE,0
2435,Ciara O'Rourke,"Says Donald Trump said, “The doctors said they’ve never seen a body kill the coronavirus like my body. They tested my DNA and it wasn’t DNA. It was USA.”",Viral image,"7, 2020 2020",pants-fire,FALSE,0
2436,Ciara O'Rourke,Says Chris Christie told Donald Trump to interrupt Joe Biden during the debate because “people who overcome stuttering have a harder time maintaining their train of thought when interrupted. Keep interrupting him and he’ll stumble when he tries to speak. This will enforce the ‘senile’ narrative.”,Facebook posts,"7, 2020 2020",false,FALSE,0
2437,Ciara O'Rourke,“AARP endorses Biden and gives financial support to Planned Parenthood.”,Facebook posts,"6, 2020 2020",false,FALSE,0
2438,Madison Czopek,“The leader of Proud Boys is the Florida state director of Latinos for Trump.”,Viral image,"6, 2020 2020",half-true,FALSE,0
2439,Ciara O'Rourke,“HOUSE PASSES BILL TO PAY U.N. TO RUN LOCAL POLICE BOARDS IN 46 U.S. CITIES.”,Facebook posts,"6, 2020 2020",false,FALSE,0
2440,Ciara O'Rourke,“The government has released their initial plans to force a vaccine on everyone.”,Bloggers,"6, 2020 2020",false,FALSE,0
2441,Monique Curet,Says Joe Biden “wants American farmers to put their farmland into Gvt ‘land banks.’ Gvt would then tell farmers what ‘sustainable’ plants they could grow.”,Facebook posts,"6, 2020 2020",half-true,FALSE,0
2442,Ciara O'Rourke,“Bikers show up to The Walter Reed Hospital to pray for President Trump.”,Facebook posts,"5, 2020 2020",false,FALSE,0
2443,Ciara O'Rourke,"Says Joe Biden tweeted, “I have consulted with Instagram’s CEO to take the page @electionleaks down. They have supposedly ‘video proof’ of me using a hidden earpiece in tonight’s debate. This is slander, and not true.”",Instagram posts,"5, 2020 2020",pants-fire,FALSE,0
2444,Ciara O'Rourke,“President Trump is in great danger. Evidence is mounting that he’s being deliberately killed at Walter Reed Military Hospital.”,Alex Jones,"5, 2020 2020",pants-fire,FALSE,0
2445,Daniel Funke,"Says Donald Trump is not at Walter Reed National Military Medical Center, “he is on AF1.”",Facebook posts,"4, 2020 2020",pants-fire,FALSE,0
2446,Daniel Funke,"Says Donald Trump boarded Marine One ""with a portable oxygen concentrator in his pocket with the nasal cannula going up his back, hidden in his hair and tucked under his mask.""",Facebook posts,"4, 2020 2020",false,FALSE,0
2447,Ciara O'Rourke,Photo shows Chris Wallace and Jeffrey Epstein on Epstein’s private island.,Viral image,"2, 2020 2020",pants-fire,FALSE,0
2448,Daniel Funke,“No prominent Democrats have had the virus but the list of Republicans goes on and on.”,DeAnna Lorraine,"2, 2020 2020",false,FALSE,0
2449,Madison Czopek,“Biden and Obama allowed grown men in restrooms with little girls. Trump has rescued over 300 missing children from (pedophiles) and perverts.”,Facebook posts,"2, 2020 2020",false,FALSE,0
2450,Hayat Norimine,"Says Joe Biden “made it clear..No More Coal Fired Power Plants!! So, No More Coal!! Wake Up WV, PA,OH, KY”",Facebook posts,"2, 2020 2020",half-true,FALSE,0
2451,Ciara O'Rourke,Two “Doomsday Planes” took flight because of President Donald Trump’s COVID-19 diagnosis.,Facebook posts,"2, 2020 2020",false,FALSE,0
2452,Daniel Funke,Says Donald Trump’s reelection campaign emailed supporters to “donate to help him recover from” COVID-19.,Tweets,"2, 2020 2020",pants-fire,FALSE,0
2453,Ciara O'Rourke,Joe Biden’s eyes were black during the debate because he was wearing Mojo Vision lenses.,Viral image,"2, 2020 2020",pants-fire,FALSE,0
2454,Miriam Valverde,An episode of “The Simpsons” showed Donald Trump in a coffin.,Facebook posts,"2, 2020 2020",pants-fire,FALSE,0
2455,Samantha Putterman,"“9,871,525 is the number of registered voters in AZ according to FB. AZ population is 7,270,000.”",Facebook posts,"1, 2020 2020",barely-true,FALSE,0
2456,Tom Kertscher,"“Amy Coney Barrett has said that a woman should not be able to own property, buy or sell without the permission of her husband or a male relative.”",Facebook posts,"30, 2020 2020",false,FALSE,0
2457,Monique Curet,“BLM Activist kills three people in a Louisville bar wearing a Breonna Taylor tee shirt last Friday.”,Peggy Hubbard,"30, 2020 2020",barely-true,FALSE,0
2458,Ciara O'Rourke,Photo shows “all the men who have killed police officers this year (2020).”,Viral image,"30, 2020 2020",barely-true,FALSE,0
2459,Daniel Funke,Says Joe Biden was “wearing a wire” during the first presidential debate.,Facebook posts,"30, 2020 2020",pants-fire,FALSE,0
2460,Jon Greenberg,“Word on the street is that Joe Biden got tonight’s debate questions in advance.”,Todd Starnes,"29, 2020 2020",pants-fire,FALSE,0
2461,Miriam Valverde,Says Joe Biden has a medical device implanted in his skull so he can hear someone give him answers to questions.,Facebook posts,"29, 2020 2020",pants-fire,FALSE,0
2462,Ciara O'Rourke,A photo shows Dwayne “The Rock” Johnson on Epstein Island.,Viral image,"29, 2020 2020",pants-fire,FALSE,0
2463,Madison Czopek,“Don’t buy the new Pepsi can coming out with pics of the Empire State building and the Pledge of Allegiance on them. Pepsi left out 2 little words in the pledge ‘Under God.’”,Facebook posts,"29, 2020 2020",false,FALSE,0
2464,Ciara O'Rourke,Says Merrick Garland is investigating Donald Trump’s “tax evasion case.”,Facebook posts,"29, 2020 2020",false,FALSE,0
2465,Samantha Putterman,"Says over 1,000 mail in ballots were found in a dumpster in California.",Facebook posts,"28, 2020 2020",false,FALSE,0
2466,Madison Czopek,Says Jared Kushner “deleted all of his tweets after the tax story broke.”,Facebook posts,"28, 2020 2020",false,FALSE,0
2467,Ciara O'Rourke,A letter from Mississippi Gov. Tate Reeves says that at “the beginning of October 2020 the statewide mask requirements will be abolished.”,Viral image,"28, 2020 2020",false,FALSE,0
2468,Samantha Putterman,Says Joe Biden “disrespects servicemen” in telling them to “clap for that you stupid bastards.”,Instagram posts,"28, 2020 2020",half-true,FALSE,0
2469,Samantha Putterman,Says President Trump tweeted that it’s “not fair for a president to leave office because of BAD votes!” and that the Supreme Court “should decide the presidency at every election.”,Facebook posts,"27, 2020 2020",false,FALSE,0
2470,Samantha Putterman,"A graphic on U.S. abortion rates shows larger declines during recent Democratic presidential administrations, and says its due to the party’s approach of making abortions unnecessary, rather than the Republican Party’s approach of making the procedure illegal.",Facebook posts,"25, 2020 2020",half-true,FALSE,0
2471,Bill McCarthy,Kamala Harris “has not formally taken questions from the press a single time” since she was announced as Joe Biden’s vice presidential pick.,Dinesh D'Souza,"25, 2020 2020",false,FALSE,0
2472,Madison Czopek,"Quotes Donald Trump as saying, “I’ll tell you the funniest thing. I’ll go backstage before a Miss Teen USA show, and everyone’s getting dressed and ready and everything and no men are anywhere. … You know, I’m inspecting. The girls (14-16) are standing there with no clothes on.”",Viral image,"25, 2020 2020",false,FALSE,0
2473,Ciara O'Rourke,"“Biden said today, if he loses, his people will keep burning, looting and killing.”",Facebook posts,"25, 2020 2020",false,FALSE,0
2474,Noah Y.,Says Judge Amy Coney Barrett said that “gays have a right to be discriminated against because they are against God’s wishes” and that “white people are God’s chosen ones.”,Facebook posts,"September 25, 25,",false,FALSE,0
2475,Ciara O'Rourke,"“Coroner saying George Floyd died of drug overdose, not police brutality.”",Bloggers,"25, 2020 2020",false,FALSE,0
2476,Madison Czopek,"Says Kentucky Attorney General Daniel Cameron “married his mentor Mitch McConnell's granddaughter.""",Facebook posts,"25, 2020 2020",false,FALSE,0
2477,Daniel Funke,"A U-Haul operated by antifa activists distributed “shields, weapons & black bloc” to protesters in Louisville, Ky., and is linked to “a George Soros-funded initiative.”",Facebook posts,"24, 2020 2020",barely-true,FALSE,0
2478,Ciara O'Rourke,Photo shows Dianne Feinstein “bullying” Lisa Murkowski over “the now empty seat of the late Justice Ruth Bader Ginsburg.”,Bloggers,"23, 2020 2020",false,FALSE,0
2479,Daniel Funke,Quotes Sen. Mitt Romney as saying: “The Merrick Garland decision wasn’t unfair & the notion that someone has to pay the price to make up for it is wrong.”,Instagram posts,"23, 2020 2020",half-true,FALSE,0
2480,Madison Czopek,"Quotes Ronald Reagan as saying, “Keep voting Democrat ... One day they will restrict your freedoms, restrict your history and restrict your safety. All in the name of professional victims that don't understand the consequences of their ignorance.”",Viral image,"23, 2020 2020",false,FALSE,0
2481,Ciara O'Rourke,“Guess who is the marketing CEO of Zoom? Pelosi’s daughter/Newsome’s cousin.”,Viral image,"23, 2020 2020",false,FALSE,0
2482,Ciara O'Rourke,Says Facebook “is banning Trump from advertising for president.”,Facebook posts,"23, 2020 2020",false,FALSE,0
2483,Noah Y.,"""Biden wants to end Shareholder Capitalism.. that's your 401k..your pensions.. your retirement.. are you voting for that???""",Facebook posts,"September 23, 23,",barely-true,FALSE,0
2484,Samantha Putterman,"A clip of Joe Biden shows him reading a response to an interview question from a teleprompter, saying “I lost that line.”",Instagram posts,"23, 2020 2020",pants-fire,FALSE,0
2485,Ciara O'Rourke,Photos show children in cages.,Viral image,"23, 2020 2020",false,FALSE,0
2486,Ciara O'Rourke,“Joe Biden completely botches the Pledge of Allegiance.”,Tweets,"22, 2020 2020",false,FALSE,0
2487,Ciara O'Rourke,“Facebook is creating these #firstborn and #secondborn challenges so the IRS can confirm who y’all claiming on them taxes as dependents.”,Facebook posts,"22, 2020 2020",false,FALSE,0
2488,Samantha Putterman,Says “Ruth Bader Ginsburg was nominated and confirmed 43 days before an election.”,Facebook posts,"22, 2020 2020",false,FALSE,0
2489,Ciara O'Rourke,"“We indicted someone in Texas, 1,700 ballots collected from people who could vote, he made them out and voted for the person he wanted to.”",William Barr,"22, 2020 2020",false,FALSE,0
2490,Ciara O'Rourke,Photo shows Jacob Blake’s “14-year-old rape victim.”,Viral image,"22, 2020 2020",false,FALSE,0
2491,Noah Y.,"Says Sarah Jeong said, ""We need a castration lottery for white men. Every month we pull a birthday, sort the excess and snip some sacks, preferably in a big public gathering.""",Brian Kolfage,"September 22, 22,",false,FALSE,0
2492,Ciara O'Rourke,A Time magazine cover shows Donald Trump looking at a child in a cage.,Viral image,"21, 2020 2020",false,FALSE,0
2493,Samantha Putterman,The man in a mugshot is “responsible for lighting 32 of the wildfires” on the West Coast.,Facebook posts,"21, 2020 2020",false,FALSE,0
2494,Ciara O'Rourke,A Time magazine cover calls Donald Trump the “Worst. President. Ever.”,Viral image,"21, 2020 2020",pants-fire,FALSE,0
2495,Hayat Norimine,“PHIL MURPHY ONLY ALLOWING IN PERSON VOTING ON Election Day AT PRUDENTIAL CENTER IN NEWARK NJ - Calling it a #SuperPollingStation”,Facebook posts,"21, 2020 2020",barely-true,FALSE,0
2496,Ciara O'Rourke,"Says John F. Kennedy said, ""If a Supreme Court Justice died one day before the election, it would be more Constitutional to indefinitely postpone the election than postpone the confirmation a single day.""",Viral image,"21, 2020 2020",false,FALSE,0
2497,Ciara O'Rourke,Students no longer say the Pledge of Allegiance in schools.,Viral image,"21, 2020 2020",false,FALSE,0
2498,Noah Y.,"""This Is Real: Biden Waves To An Empty Field.""",Facebook posts,"September 21, 21,",false,FALSE,0
2499,Louis Jacobson,"“4 republican senators now on board...no vote until January on (Supreme Court): Murkowski, Romney, Collins, Grassley.”",Facebook posts,"20, 2020 2020",false,FALSE,0
2500,Katie Sanders,"Says Ruth Bader Ginsburg tweeted, “I have information that will lead to the arrest of Hillary Clinton.”",Instagram posts,"20, 2020 2020",pants-fire,FALSE,0
2501,Madison Czopek,"“Last year alone, 10 million fell ill from TB and 1.5 million died. ... Why don’t we wear masks for TB?”",Viral image,"18, 2020 2020",barely-true,FALSE,0
2502,Madison Czopek,“A portion of everything you pay A.A.R.P goes directly to the Democratic Party.”,Facebook posts,"18, 2020 2020",false,FALSE,0
2503,Ciara O'Rourke,"“Epstein dies while in custody, his private banker is found dead, a judge had a trial regarding Epstein and the Deutsche Bank. Her son has been killed now and her husband has been shot. The shooter who shot the son and shot the judge’s husband has now also been found dead.”",Viral image,"18, 2020 2020",false,FALSE,0
2504,Samantha Putterman,"Quotes Kamala Harris as saying “Take the guns first. Go through due process second, I like taking the guns early.”",Facebook posts,"18, 2020 2020",pants-fire,FALSE,0
2505,Noah Y.,“Bill Gates says you don't have a choice to be vaccinated or not.”,YouTube videos,"September 18, 18,",false,FALSE,0
2506,Madison Czopek,“Kim Martin Morrow the CEO of Netflix has just been charged with 15 charges for child pornography”,Viral image,"18, 2020 2020",false,FALSE,0
2507,Bill McCarthy,“CBS stole a photo from Latinos for Trump in Phoenix and tagged it as a Biden event.”,Facebook posts,"18, 2020 2020",false,FALSE,0
2508,Ciara O'Rourke,“CDC Director Robert Redfield says healthy people should NOT wear masks.”,Instagram posts,"18, 2020 2020",false,FALSE,0
2509,Ciara O'Rourke,“Nobody is found dead of corona in their homes.. They all die at the hospital.”,Facebook posts,"18, 2020 2020",false,FALSE,0
2510,Ciara O'Rourke,An antifa flyer encourages activists “to disguise yourselves as patriots/Trump supporters” on Nov. 4.,Viral image,"18, 2020 2020",false,FALSE,0
2511,Samantha Putterman,Says Donald Trump funded a Veterans Day parade 26 years ago in New York City after the city refused to pay.,Facebook posts,"17, 2020 2020",mostly-true,FALSE,0
2512,Samantha Putterman,“This is what Kamala Harris thinks about young Americans … ‘They are stupid!’”,Facebook posts,"17, 2020 2020",half-true,FALSE,0
2513,Ciara O'Rourke,“McDonald’s removes their American flags in support of Antifa & BLM nationwide.”,Facebook posts,"17, 2020 2020",false,FALSE,0
2514,Ciara O'Rourke,“James Comey has 50 counts of TREASON. And John Brennan has 48 counts of TREASON.”,Facebook posts,"17, 2020 2020",false,FALSE,0
2515,Ciara O'Rourke,Selene Delgado Lopez is “everyone’s friend in Facebook.”,Viral image,"16, 2020 2020",false,FALSE,0
2516,Noah Y.,"“Here is the fire drone video that Twitter, Google, and YouTube didn't want us to see.”",Tweets,"September 16, 16,",false,FALSE,0
2517,Ciara O'Rourke,"If Joe Biden steps down, Nancy Pelosi will become vice president.",Facebook posts,"16, 2020 2020",false,FALSE,0
2518,Madison Czopek,“You people hate on Trump but he put on a child protective force that found over 300 missing kids in less than 30 days.”,Facebook posts,"16, 2020 2020",false,FALSE,0
2519,Samantha Putterman,"The same deputy who got shot through her jaw in Saturday’s shooting is the same officer seen on video laughing and smirking at the scene of security guard Andres Guardado’s death after he was shot and killed by LASD officers on June 18th, 2020.”",Instagram posts,"16, 2020 2020",false,FALSE,0
2520,Ciara O'Rourke,Map shows that wildfires stop at the US.-Canada border.,Viral image,"15, 2020 2020",false,FALSE,0
2521,Ciara O'Rourke,“Houston Texans coming out for the Black National Anthem then going into the locker room for THE REAL NATIONAL ANTHEM is DISGRACEFUL.”,Facebook posts,"15, 2020 2020",barely-true,FALSE,0
2522,Daniel Funke,A CNN headline reads: “Members of Crip gang volunteer to fight wildfires after sky turns red.”,Instagram posts,"15, 2020 2020",false,FALSE,0
2523,Bill McCarthy,"Says a Twitter account for ""Scarsdale NY Antifa"" tweeted that ""chapters of Antifa around Oregon have collaborated to ignite fires around the state.""",Facebook posts,"15, 2020 2020",false,FALSE,0
2524,Jon Greenberg,"Says a photo shows an ambushed Los Angeles police officer and that the NFL intends to “honor and praise the organization” that stood outside of the hospital chanting, “We hope she dies.”",Facebook posts,"14, 2020 2020",false,FALSE,0
2525,Samantha Putterman,“CDC announces that ordinary (non-N95) masks (which most people are wearing) will do nothing to protect you against wildfire smoke … Fun fact: smoke particles are far larger than SARS-CoV-2 particles.”,Facebook posts,"14, 2020 2020",false,FALSE,0
2526,Daniel Funke,"""ANTIFA is now carrying chain saws, and cutting down utility poles, and starting more fires.""",Facebook posts,"14, 2020 2020",false,FALSE,0
2527,Amy Sherman,"“In 1983, Joe Biden voted in favor of taxing 50% of Social Security” and in 1993, Biden “was the deciding vote in raising the percentage taxed on Social Security from 50% to 85%.”",Facebook posts,"14, 2020 2020",half-true,FALSE,0
2528,Ciara O'Rourke,“Kroger Corporate says employees can not wear flag masks but they can wear BLM masks!”,Facebook posts,"14, 2020 2020",false,FALSE,0
2529,Madison Czopek,"Says Donald Trump said, 'Africans Are Lazy, Good At Sex, Theft.'",Viral image,"14, 2020 2020",pants-fire,FALSE,0
2530,Ciara O'Rourke,Photo shows a man who burned the car of an antifa member.,Viral image,"14, 2020 2020",false,FALSE,0
2531,Katie Sanders,Photo shows “some of the firefighters in California fighting fires 24/7 to save people's lives and property.”,Facebook posts,"13, 2020 2020",false,FALSE,0
2532,Katie Sanders,“KXL Radio in Portland reported today that Firefighters are now being shot at by suspected Antifa and BLM members.”,Facebook posts,"13, 2020 2020",false,FALSE,0
2533,Ciara O'Rourke,Says Joe Biden and Gretchen Whitmer were maskless at the Detroit Athletic Club “while OUR children are being mandated to wear a mask while playing outdoor sports.”,Viral image,"11, 2020 2020",false,FALSE,0
2534,Madison Czopek,"“Canada has just criminalized all CV19 measures requiring masks, distancing, quarantining & vaccines.”",Facebook posts,"11, 2020 2020",false,FALSE,0
2535,Noah Y.,Anti-poaching organizations dye elephant tusks and rhino horns with “the same pink dye that is used to mark stolen banknotes.”,Facebook posts,"September 11, 11,",false,FALSE,0
2536,Daniel Funke,“Pallet Company in Oregon City confirmed Antifa arsonist on camera. Douglas County Sheriff has 6 ANTIFA arsonists in custody.”,Paul Romero,"11, 2020 2020",false,FALSE,0
2537,Daniel Funke,Most of the wildfires on the West Coast are “all being started by antifa.”,Facebook posts,"10, 2020 2020",false,FALSE,0
2538,Ciara O'Rourke,“CDC announces that students may be kept from parents overnight as Ohio sets up COVID-19 FEMA camps.”,Instagram posts,"10, 2020 2020",pants-fire,FALSE,0
2539,Samantha Putterman,Says President Trump posted a combative tweet to EA Sports about Colin Kaepernick.,Facebook posts,"10, 2020 2020",pants-fire,FALSE,0
2540,Ciara O'Rourke,Olive Garden employees are allowed to wear Black Lives Matter masks “but NOT the American flag.”,Facebook posts,"10, 2020 2020",false,FALSE,0
2541,Ciara O'Rourke,“Entire port in Delaware on lockdown? 60 plus kids in shipping containers.”,Facebook posts,"10, 2020 2020",false,FALSE,0
2542,Madison Czopek,“The CDC has removed the ‘Covid-19 Pandemic’ and replaced it with ‘Covid-19 Outbreak’ on their website. It was never a pandemic.”,Facebook posts,"10, 2020 2020",pants-fire,FALSE,0
2543,Daniel Funke,Countries were exporting COVID-19 “diagnostic test instruments” in 2018.,Facebook posts,"10, 2020 2020",false,FALSE,0
2544,Ciara O'Rourke,Photo shows “‘kids in cages’ taken in 2014 under the Obama admin.”,Viral image,"9, 2020 2020",false,FALSE,0
2545,Madison Czopek,"“Feds Seize 19,888 Fake State Driver Licenses (Made in China) in Chicago O'Hare Airport - ALL Registered to Vote -- ALL Demorats!”",Facebook posts,"9, 2020 2020",false,FALSE,0
2546,Ciara O'Rourke,“Not one politician has died from the virus.”,Viral image,"9, 2020 2020",false,FALSE,0
2547,Amy Sherman,"More than 500,000 mail in ballots in Virginia and 200,000 in Nevada were sent to dead people or pets",Facebook posts,"9, 2020 2020",false,FALSE,0
2548,Ciara O'Rourke,"“NIKE has stated, ‘We’re a $76 billion dollar company that can afford to let go of all ‘Make America Great Again’ customers.”",Facebook posts,"8, 2020 2020",false,FALSE,0
2549,Daniel Funke,Says Joe Biden “wants to put a 3% annual federal tax on your home.”,Facebook posts,"8, 2020 2020",false,FALSE,0
2550,Samantha Putterman,This video shows Trump looking “lost and disoriented.”,Instagram posts,"8, 2020 2020",false,FALSE,0
2551,Madison Czopek,Says “Kamala Harris is not able to be VP. Because she's a felon. She lied on her application to buy a gun here in CA.”,Facebook posts,"8, 2020 2020",pants-fire,FALSE,0
