,author,statement,source,date,target
701,Jon Greenberg,"Says Joe Biden ""has advocated cutting Social Security for 40 years""",Bernie Sanders,"March 12, 2020",barely-true
702,Paul Specht,Says North Carolina Gov. Roy Cooper “has seen his approval rating plummet”,North Carolina Republican Party,"March 12, 2020",barely-true
703,Samantha Putterman,Says Nancy Pelosi delayed coronavirus funding so “Dems could campaign on it.”,Bloggers,"March 10, 2020",barely-true
704,Tom Kertscher,“President Trump has come into contact with a potential coronavirus sufferer!”,Facebook posts,"March 10, 2020",barely-true
705,Eric Litke,Video shows Joe Biden saying “we can only re-elect Donald Trump.”,Robin Vos,"March 9, 2020",barely-true
706,Amy Sherman,Video shows Joe Biden saying “we can only re-elect Donald Trump.”,Donald Trump,"March 9, 2020",barely-true
707,Madlin Mekelburg,"Says at polling places in Texas on Super Tuesday “the Republican side gets 25 machines, the Democratic side gets 5 machines. People were literally standing in line for seven hours.”",Hillary Clinton,"March 9, 2020",barely-true
708,Kiannah Sepeda-Miller,"Says U.S. Rep. Dan Lipinski “voted against the DREAM Act, supports separating families and banning Muslims.”",Rush Darwish,"March 8, 2020",barely-true
709,Tom Kertscher,"Says of the Milwaukee mass shooter: ""Supposedly he is black. A noose was hung on his locker and he addressed the issue and he was fired! So he returned the next work day and killed who he all thought were involved.""",Facebook posts,"March 5, 2020",barely-true
710,Amy Sherman,"In 1962, Joe Biden “worked with segregationists,” Elizabeth Warren “debated as a pro-Vietnam conservative” while Bernie Sanders “organized against segregation and Vietnam war”",Facebook posts,"March 4, 2020",barely-true
711,Ciara O'Rourke,"“The blood test for coronavirus costs $3,200.”",Facebook posts,"March 4, 2020",barely-true
712,Amy Sherman,“Bernie Sanders in 1963 — arrested protesting segregation. Joe Biden in 1975 — passionate speech defending segregation.”,Facebook posts,"March 4, 2020",barely-true
713,Haley BeMiller,"“While we are all sitting here debating, Wisconsin has kicked hundreds of thousands of people off of their voting rolls.”",Amy Klobuchar,"March 2, 2020",barely-true
714,Katie Sanders,"Says the CEO of Camping World told Trump supporters “Frankly, don’t shop at my business.”",Facebook posts,"February 29, 2020",barely-true
715,Samantha Putterman,Says former congressman Keith Ellison “beats his girlfriend and Democrats make him the deputy chair of the DNC.”,Facebook posts,"February 29, 2020",barely-true
716,Tyler Messner,"“As the State Department warned Mizzou in July 2019, and as I have repeatedly stated, (the Confucius Institute) presented security risks for students & university as a whole.”",Josh Hawley,"February 28, 2020",barely-true
717,Emily Venezky,“If you have the Flu… get these two items… Sambucol (and) Oscillococcinum… in 48 hours you will feel better. In 72 hours you will be almost symptom-free.”,Facebook posts,"February 27, 2020",barely-true
718,Miriam Valverde,"Says Bernie Sanders “opposed Obamacare, didn't like the fact we didn't push a single-payer option.”",Joe Biden,"February 27, 2020",barely-true
719,Tom Kertscher,“Trump’s farmer bailout is now twice the size of Obama’s GM bailout. The big difference is GM paid their bailout back — with interest.”,Facebook posts,"February 26, 2020",barely-true
720,Samantha Putterman,Ninety pounds of cocaine was found on a boat owned by Mitch McConnell's family and that they are “financing his Senate campaigns with their cocaine drug profits.”,Bloggers,"February 26, 2020",barely-true
721,Shefali Luthra,"“(A recent study) said ‘Medicare for All’ will lower health care costs in this country by $450 billion a year and save the lives of 68,000 people who would otherwise have died.”",Bernie Sanders,"February 25, 2020",barely-true
722,Shefali Luthra,"“If you like your private plan, you can keep it.”",Pete Buttigieg,"February 25, 2020",barely-true
723,Tom Kertscher,“Violent crime in South Bend doubled during Mayor Pete’s tenure.”,Facebook posts,"February 25, 2020",barely-true
724,Louis Jacobson,"Says Bernie Sanders would “go beyond reform and reorder the economy in ways most Democrats — let alone most Americans — don’t support.""",Pete Buttigieg,"February 25, 2020",barely-true
725,Tom Kertscher,"""Bloomberg says he wants to ban guns holding more than three rounds.""",Facebook posts,"February 24, 2020",barely-true
726,Tom Kertscher,"""Pardons — Obama: 1,927, Trump: 26. And Trump is abusing that power?""",Facebook posts,"February 24, 2020",barely-true
727,Daniel Funke,Video shows Democratic presidential candidates speechless for 20 seconds when discussing whether any of them started a business.,Michael Bloomberg,"February 20, 2020",barely-true
728,Phil Galewitz,"""Yet, for all that spending, health outcomes today on Medicaid are mediocre and many patients have difficulty accessing care.”",Seema Verma,"February 20, 2020",barely-true
729,Amy Sherman,“Mayor Bloomberg was busy blaming African Americans and Latinos for the housing crisis in 2008.”,Elizabeth Warren,"February 20, 2020",barely-true
730,Jon Greenberg,"Says Mike Bloomberg “opposed modest proposals during Barack Obama’s presidency to raise taxes on the wealthy, while advocating for cuts to Medicare and Social Security.”",Bernie Sanders,"February 18, 2020",barely-true
731,Tom Kertscher,“Michigan prosecutor looks to release 90 convicted murderers serving life sentences.”,Facebook posts,"February 18, 2020",barely-true
732,Tom Kertscher,“Epstein’s recruiter Ghislaine Maxwell’s father Robert Maxwell gave Mitt Romney his first $2M investment and started him in business.”,Facebook posts,"February 18, 2020",barely-true
733,Madison Czopek,“Robert de Niro Linked to Child Sex Trafficking Ring According to Court Records”,Bloggers,"February 18, 2020",barely-true
734,Amy Sherman,“President Trump signs bill returning prayer in schools.”,Facebook posts,"February 18, 2020",barely-true
735,Paul Specht,"Says the photo ID law passed by North Carolina lawmakers is “one of the nation’s most lenient voter ID laws.""",Tim Moore,"February 17, 2020",barely-true
736,Eric Litke,"Says Gov. Tony Evers ""proposed raising taxes on the agriculture industry to pay for expanded welfare programs.""",John Nygren,"February 14, 2020",barely-true
737,Eric Litke,“I delivered on my campaign promise for a 10% tax cut for Wisconsin families.”,Tony Evers,"February 12, 2020",barely-true
738,Tom Kertscher,"""Donald Trump sued the City of Palm Beach when he bought a segregated club, Mar A Lago, to open it to Jews & Blacks.""",Viral image,"February 11, 2020",barely-true
739,Paul Specht,Says Republicans just won two congressional seats in North Carolina “that were not supposed to be won.”,Donald Trump,"February 11, 2020",barely-true
740,Julie Appleby,"""Our new (health care) plans are up to 60% less expensive and better"" than Obamacare.",Donald Trump,"February 10, 2020",barely-true
741,Jill Terreri,“State Forces Citizens to Pay for ‘Stargazing Permit’ to View Night Sky in Public Parks”,Free Thought Project,"• February 9,",barely-true
742,Amy Sherman,"Mitt Romney’s father “U.S. Senator George Romney, was a liberal Republican who had ties to Saul Alinsky, yes, the same dude who wrote the book, Rules For Radicals and dedicated to Satan.”",Facebook posts,"February 7, 2020",barely-true
743,Tom Kertscher,"Says John F. Kennedy “smoked cannabis in the White House, while president, because he suffered from severe back pain and Addison's disease.""",Viral image,"February 7, 2020",barely-true
744,Bill McCarthy,"“In sanctuary cities, local officials order police to release dangerous criminal aliens to prey upon the public instead of handing them over to ICE to be safely removed.”",Donald Trump,"February 5, 2020",barely-true
745,Shefali Luthra,"Last year, ""for the first time in 51 years, the cost of prescription drugs actually went down.""",Donald Trump,"February 5, 2020",barely-true
746,Emily Venezky,Event 201 “gave out stuffed souvenir coronavirus toys” to “commemorate” Novel coronavirus outbreak,Facebook posts,"February 3, 2020",barely-true
747,Eric Litke,Says some of the names that may be purged from voter roll are people who have died.,Robert Spindell,"January 30, 2020",barely-true
748,Ciara O'Rourke,"""FDA finally admits dental fillings are toxic.""",Bloggers,"January 29, 2020",barely-true
749,Jon Greenberg,"Says President Donald Trump’s hold on Ukraine aid was like when ""the Obama administration withheld $585 million of promised aid to Egypt in 2013 ... (and within the  fiscal year) they didn't have to disclose the halt to anyone.""",Jay Sekulow,"January 28, 2020",barely-true
750,Kiannah Sepeda-Miller,"Says Oregon’s highest income tax bracket included anyone making more than $250,000 in 2012 before the state expanded its upper bracket to include ""anyone making more than $125,000.""",Bill Brady,"January 26, 2020",barely-true
751,Haley BeMiller,"""The Department of Corrections budget in Wisconsin is more than the Department of Education budget.""",Jill Karofsky,"January 24, 2020",barely-true
752,Miriam Valverde,"""More than 100,000 DACA applicants have been arrested—Murder, Rape, DUI.""",Judicial Watch,"January 14, 2020",barely-true
753,Tom Kertscher,"""Saudi terrorists has killed more Americans on our soil than any other nation. They rent the entire 45th floor of Trump Tower, And pay him in cash.""",Facebook posts,"January 10, 2020",barely-true
754,Bill McCarthy,"""The American military has been completely rebuilt under my administration at a cost of $2.5 trillion.""",Donald Trump,"January 10, 2020",barely-true
755,Louis Jacobson,"""A bounty of $80 MILLION has been placed on President Donald Trump’s head by Iran as tensions between the country and the USA rise.""",Instagram posts,"January 9, 2020",barely-true
756,Miriam Valverde,Says guns are required to be registered.,Facebook posts,"January 8, 2020",barely-true
757,Samantha Putterman,"Says a photo that shows a group of dead, scorched sheep is from Australia wildfires.",Viral image,"January 7, 2020",barely-true
758,Samantha Putterman,A photo of a horse being pulled through a scorched ranch is from the Australia wildfires.,Viral image,"January 7, 2020",barely-true
759,Samantha Putterman,A photo of a deer standing near a burned down residence is from the Australia wildfires.,Viral image,"January 7, 2020",barely-true
760,Samantha Putterman,A photo of a burned cat is from the Australia wildfires.,Viral image,"January 7, 2020",barely-true
761,Samantha Putterman,A collection of photos shows animals caught in the Australia wildfires.,Facebook posts,"January 7, 2020",barely-true
762,Tom Kertscher,"""Iran will be shooting at our soldiers with bullets, etc., purchased with the $150 billion Obama gave them.""",Facebook posts,"January 7, 2020",barely-true
763,Amy Sherman,"Says he did not tell former President Barack Obama ""don’t go"" after Osama bin Laden",Joe Biden,"January 6, 2020",barely-true
764,Tom Kertscher,"""Hillary ignored multiple requests for security, didn’t respond for 13 hours, & let 4 Americans die in Benghazi. Trump rushed in reinforcements, threatened to destroy Iran, & made sure no lives were lost in Baghdad.""",Facebook posts,"January 6, 2020",barely-true
765,Samantha Putterman,An image shows animals burning in the Australia wildfires,Viral image,"January 6, 2020",barely-true
766,Madeline Heim,"""104 House Democrats voted for impeachment before the Ukraine call took place.""",Jim Sensenbrenner,"December 20, 2019",barely-true
767,Madlin Mekelburg,"""80% of children born in developing countries die of cancer each year.""",Michael McCaul,"December 20, 2019",barely-true
768,Jon Greenberg,"""I (found) the Republican votes for the Recovery Act, Obamacare, help us from falling into a Great Depression.""",Joe Biden,"December 18, 2019",barely-true
769,Samantha Putterman,"Says Koalas are ""functionally extinct"" as bushfires in Australia continue to destroy their habitat.",Bloggers,"December 16, 2019",barely-true
770,Amy Sherman,"Delaware has the ""eighth-largest black population in the country""",Joe Biden,"December 16, 2019",barely-true
771,Jon Greenberg,"""Roughly one in four fish eaten in the United States was caught here and sent to Asia for processing before being re-imported for American consumers.""",Elizabeth Warren,"December 13, 2019",barely-true
772,Miriam Valverde,"Says that in South Bend, Ind., the ""black poverty fell by more than half on my watch.""",Pete Buttigieg,"December 12, 2019",barely-true
773,Bill McCarthy,"""The Inspector General’s report now makes clear that the FBI launched an intrusive investigation of a U.S. presidential campaign on the thinnest of suspicions.""",William Barr,"December 11, 2019",barely-true
774,Eric Litke,"Says President Donald Trump is ""waging a trade war against WI farmers -- forcing > 1600 dairy farms to close.""",Mark Pocan,"December 11, 2019",barely-true
775,Mica Soellner,"On red-flag laws says, ""What (Democrats) wanted to do was say, ‘I think you might do something, so I’m going to take away your gun and make you prove you wouldn’t do it.""",Robin Vos,"December 6, 2019",barely-true
776,Shefali Luthra,"""Speaker Pelosi's drug pricing plan would siphon $1 trillion or more from biopharmaceutical innovators over the next 10 years. CBO's preliminary estimate found this bill ‘would result in lower spending on research and development and thus reduce the introduction of new drugs.’""",Pharmaceutical Research and Manfacturers of America,"December 5, 2019",barely-true
777,Victoria Knight,"""The fact is that right now the vast majority of Democrats do not support Medicare for All.""",Joe Biden,"November 26, 2019",barely-true
778,Kiannah Sepeda-Miller,"Says a study projected that a pension buyout program he expanded would save ""billions and billions, potentially $25 billion.""",JB Pritzker,"November 24, 2019",barely-true
779,Paul Specht,"Says his campaign hasn’t accepted corporate PAC money and isn’t funded by ""special interests.""",Cal Cunningham,"November 21, 2019",barely-true
780,Tom Kertscher,"""Today in America — a new study came out — 20 years out, whites who borrowed money, 94% of them have paid off their student loan debt; 5% of African Americans have paid it off.""",Elizabeth Warren,"November 21, 2019",barely-true
781,Julianna Rennie,"Says ""President Obama fired every Bush appointed ambassador upon his election.""",Mark Meadows,"November 21, 2019",barely-true
782,Tom Kertscher,"""In America, there is a father who is holding down two jobs and paying more taxes than the richest 400 families in America.""",Kamala Harris,"November 20, 2019",barely-true
783,Madlin Mekelburg,"The Austin Independent School District board voted to mandate ""a pornographic sex education policy that includes instruction on anal sex and how to place a condom on an erect penis.""",Todd Starnes,"November 19, 2019",barely-true
784,Libby Stanford,"Columbia, Mo., is ""one of the fastest growing cities in the region, the only city in the state to grow jobs faster than the nation as a whole.""",Brian Treece,"November 16, 2019",barely-true
785,Daniel Funke,"Says House Democrats passed impeachment rules that ""do not allow any witness to be called unless the witness is approved by Adam Schiff,"" ""do not allow involvement of the President’s legal counsel"" and ""do not allow any witness to be questioned unless the question is approved by Adam Schiff.""",Facebook posts,"November 11, 2019",barely-true
786,Madlin Mekelburg,"Texas lawmakers ""left children able to be sterilized and mutilated at any point in their life"" by failing to adopt a law prohibiting minors from undergoing medical or surgical gender transitions.",Cindi Castilla,"November 11, 2019",barely-true
787,Amy Sherman,"""All the Democrats on the entire stage — every Democratic candidate said they want to give free health care to illegals.""",Joe Gruters,"November 8, 2019",barely-true
788,Broghan Swart,"Murray Energy is ""the largest coal company in the United States.""",Joe Manchin,"November 8, 2019",barely-true
789,Amy Sherman,"Says ""Stacey Abrams wants to give illegal aliens the right to vote.""",Donald Trump,"November 6, 2019",barely-true
790,Eric Litke,"The House impeachment rules resolution ""does not provide the president with due process protections that were afforded to both President Clinton and President Nixon.""",Bryan Steil,"November 5, 2019",barely-true
791,Jon Greenberg,"Says under the Democratic impeachment inquiry, Republicans get ""more rights than we ever received in any of the other impeachment proceedings.""",Nancy Pelosi,"November 4, 2019",barely-true
792,Jon Greenberg,"The impeachment process against Donald Trump ""provides fewer due process protections and fewer protections for minority rights than what we have seen in previous impeachment efforts.""",Tom Cole,"November 4, 2019",barely-true
793,Jill Terreri,"""If folks are vaping a legal medical cannabis product that comes from any of the New York state operators, they will not have to worry about the negative impacts on their lungs.""",Crystal Peoples-Stokes,"• November 2,",barely-true
794,Tom Kertscher,"The United States paid for a 274-mile wall between Jordan and Syria, ""approved by the Dems in the house and senate,"" in order ""to keep ISIS out.""",Facebook posts,"November 1, 2019",barely-true
795,Tom Kertscher,"Candidates who are supporting the Green New Deal are ""promoting abortion in third world countries to control the population!""",Nikki Haley,"November 1, 2019",barely-true
796,Miriam Valverde,"""Antifa Fascist Fangirl Tulsi Gabbard posing with Evan Duke, leader of Portland Antifa and Occupy ICE.""",Facebook posts,"October 30, 2019",barely-true
797,Daniel Funke,"Says Hillary Clinton ""paid for a Russian dossier to win an election,"" her husband ""made $500k for a Russian speech,"" ""sold 20% of US Uranium to Russia"" and her foundation ""received $150M from Russia.""",Facebook posts,"October 28, 2019",barely-true
798,Warren Fiske,"Says in his 2000 book ""I was talking about Osama bin Laden. I said, ‘You have to kill him. You have to take him out.’""",Donald Trump,"October 28, 2019",barely-true
799,Eric Litke,"Says ""red flag laws"" allow gun seizure without a judge’s involvement: ""They take it away first. Then you have to get permission from a judge to do it.""",Robin Vos,"October 28, 2019",barely-true
800,Daniel Funke,"Says Chick-fil-A funds the National Christian Foundation, which ""paid a preacher to go to Uganda and help their lawmakers"" with a bill that would impose the death penalty for homosexuality.",Facebook posts,"October 25, 2019",barely-true
801,Amy Sherman,"""Barack Obama put a permanent stop on this military aid to the Ukraine - he never allowed it to go.""",Matt Gaetz,"October 25, 2019",barely-true
802,Xander Landen,"""Most of the requests for records possessed by the Attorney General’s Office are from private law firms and companies.""",TJ Donovan,"October 22, 2019",barely-true
803,Ciara O'Rourke,"""Trump is now suing CNN over ‘pro-impeachment bias’ and he demands a ‘substantial payment.’""",Viral image,"October 22, 2019",barely-true
804,Amy Sherman,"""Hemp has 25,000-35,000 known usages. That means it is going to be something that will replace plastics, and styrofoam and concrete.""",Nikki Fried,"October 22, 2019",barely-true
805,Warren Fiske,"""Sheila Bynum-Coleman said, ‘We need to get the police out of the schools.’""",Kirk Cox,"October 22, 2019",barely-true
806,Mica Soellner,"Says Donald Trump is breaking a campaign pledge to bring manufacturing jobs back to Wisconsin and Pennsylvania since the two states ""have lost the most manufacturing jobs in the past year.""",Democratic National Committee,"October 18, 2019",barely-true
807,Katherine Baile,"""75-100 folks (are) killed a month and over 200 wounded by senseless gun violence.""",Richard Ojeda,"October 17, 2019",barely-true
808,Shefali Luthra,"""For people making between $50,000 and $75,000 a year, their taxes are going up about $5,000 because the fact is, they will pay more in new taxes"" for Medicare for All.",Joe Biden,"October 16, 2019",barely-true
809,Amy Sherman,"""If Trump tries to lie in a TV ad, most networks will refuse to air it. But Facebook just cashes Trump’s checks.""",Elizabeth Warren,"October 15, 2019",barely-true
810,Madlin Mekelburg,"Says the Associated Press was wrong to report that ""Income Inequality grew to largest in 50 years"" because in a ""new Census report all four measures of income inequality SHRUNK, reversing rise over past five decades.""",Kevin Brady,"October 12, 2019",barely-true
811,Bill McCarthy,"Says the whistleblower hired ""left-wing lawyers, left-wing firms, Soros involved in funding one of them.""",Mark Levin,"October 11, 2019",barely-true
812,Kiannah Sepeda-Miller,"""Teachers in Chicago Public Schools are paid some of the highest compensation of any school system in the country.""",Lori Lightfoot,"October 11, 2019",barely-true
813,Mica Soellner,"""Republican policies have led to business investment growth that’s 10 times
faster than what we saw under President Obama.""",Ron Johnson,"October 9, 2019",barely-true
814,Glenn Kittle,"""A study shows that households neighboring West Virginia could be on the hook for upwards of $70,000 in the first year alone under the Green New Deal!""",Shelley Moore Capito,"October 8, 2019",barely-true
815,Eric Litke,"Universal background checks involve asking people ""to submit the serial numbers to their guns to a state or federal official,"" and that violates the Second Amendment.",Scott Fitzgerald,"October 4, 2019",barely-true
816,Bill McCarthy,"""Barack Obama asked Ukraine to investigate his political rival's campaign manager, 3 Democrat senators asked Ukraine to investigate Trump, and the DNC solicited Ukraine's help to dig up dirt on Trump.""",Charlie Kirk,"October 3, 2019",barely-true
817,Julianna Rennie,"Says Pat McCrory ""shepherded in driver’s licenses for illegal aliens in the aftermath of the 9/11 terrorist attacks.""",Michelle Malkin,"September 30, 2019",barely-true
818,Jon Greenberg,"""Europe and other nations (need to) contribute to Ukraine. Because they’re not doing it. Just the United States. We’re putting up the bulk of the money.""",Donald Trump,"September 25, 2019",barely-true
819,Jill Terreri,"""Under @BarackObama illegal immigration dropped to a 50-year low.""",Nate McMurray,"• September 23,",barely-true
820,Matthew Digby,"""There are 1,600 new coal-fired power plants being constructed as I speak around the world.""",Cecil Roberts,"September 20, 2019",barely-true
821,Libby Stanford,"""Statistics indicate Americans have experienced 29.3 (billion) illegal robocalls so far this year, marking a 64 percent increase since 2016.""",Vicky Hartzler,"September 20, 2019",barely-true
822,Kiannah Sepeda-Miller,"Says President Trump’s administration has ""actually worsened our nation’s homelessness crisis"" by cutting affordable housing programs, allowing shelters to refuse people based on gender identity or sexual orientation, evicting immigrant families of mixed legal status from subsidized housing and raising rent.",Tammy Duckworth,"September 20, 2019",barely-true
823,Amy Sherman,"When Rick Scott was governor, Florida ""invested record funding in HIV/AIDS prevention.""",Rick Scott,"September 20, 2019",barely-true
824,Warren Fiske,"Dan Helmer ""believes in abolishing our private insurance system.""",Tim Hugo,"September 18, 2019",barely-true
825,Jon Greenberg,Says several well-known charities such as Goodwill and American Red Cross overpay their CEOs and spend a small percentage on helping people.,Bloggers,"September 17, 2019",barely-true
826,Julie Appleby,"""We have a host of issues associated with high B.M.I.s. But correlation doesn’t prove causation, and there’s a significant body of research showing that weight stigma and weight cycling can explain most if not all of the associations we see between higher weights and poor health outcomes.""",Christy Harrison,"September 17, 2019",barely-true
827,Emmarie Huetteman,"""Was it 150 million people on private insurance? 50 million of those people lose their private insurance every year when they quit their jobs, or they go unemployed, or their employer changes their insurance policy.""",Bernie Sanders,"September 13, 2019",barely-true
828,Louis Jacobson,"""The difference between what I support and what you support, Vice President Biden, is that you require them to opt in (to a Medicare public option), and I would not require them to opt in. … They would automatically be enrolled. That’s a big difference. … Are you forgetting what you said two minutes ago?""",Julián Castro,"September 12, 2019",barely-true
829,Amy Sherman,"""Over 90% of the American people think we have to get assault weapons off the street  — period.""",Joe Biden,"September 12, 2019",barely-true
830,Daniel Funke,"Says aquatic life near Alaska, Canada and Australia have been found with cancer and mutations as a result of the Fukushima nuclear disaster.",Facebook posts,"September 11, 2019",barely-true
831,Bill McCarthy,"China has ""had now the worst year in 57 years.""",Donald Trump,"September 10, 2019",barely-true
832,Kiannah Sepeda-Miller,"""We’ve got 600-plus police and fire pensions Downstate that are on the cusp of insolvency because they don’t have the revenues that they need to be able to keep those pensions going.""",Lori Lightfoot,"September 8, 2019",barely-true
833,Jon Greenberg,"Says that as vice president, he pinned a Silver Star on a Navy captain in Afghanistan who had carried a mortally wounded comrade out of a ravine, and resisted receiving a medal for his actions.",Joe Biden,"September 4, 2019",barely-true
834,Samantha Putterman,"Says the U.S. gives Israel ""$3 billion annually"" in aid and zero to Detroit.",Facebook posts,"September 3, 2019",barely-true
835,Paul Specht,"Says Dan McCready ""believes in open borders and sanctuary cities.""",Donald Trump,"August 30, 2019",barely-true
836,Louis Jacobson,"Crimea ""was sort of taken away from President Obama. … And he wanted Russia to be out of what was called the G-8. And that was his determination.""",Donald Trump,"August 27, 2019",barely-true
837,Jon Greenberg,"""We made a ridiculous deal (with Iran). We gave them $150 billion. We gave them $1.8 billion, and we got nothing.""",Donald Trump,"August 27, 2019",barely-true
838,Amy Sherman,Says President Donald Trump hasn’t condemned David Duke and Richard Spencer.,Joe Biden,"August 27, 2019",barely-true
839,Bill McCarthy,"Says ""wealthy people in Canada donate to hospitals"" to get better health care treatment.",Mark Cuban,"August 19, 2019",barely-true
840,Amy Sherman,"In Australia ""they went and confiscated all the guns. You know who did what Australia did? Venezuela.""",Matt Gaetz,"August 19, 2019",barely-true
841,Louis Jacobson,"""We were losing all our cases in the World Trade Organization. ... And then I came along. Now we’re winning a lot of cases because they know that they’re not on very solid ground.""",Donald Trump,"August 16, 2019",barely-true
842,Kiannah Sepeda-Miller,"""97% of murders occur with handguns.""",Adam Kinzinger,"August 15, 2019",barely-true
843,Ciara O'Rourke,A photograph shows Joe Biden with a Grand Wizard of the Ku Klux Klan.,Viral image,"August 15, 2019",barely-true
844,Jon Greenberg,"Says the large trade deficit with Japan stems from them sending ""millions of cars,"" while ""we send them wheat,"" but the deficit is ""changing rapidly.""",Donald Trump,"August 15, 2019",barely-true
845,Kelsey Bradshaw,Says the late Lady Bird Johnson sicced the CIA on actress and singer Eartha Kitt after Kitt spoke out against the Vietnam War during a White House luncheon in January 1968.,Drunk History,"August 15, 2019",barely-true
846,Tom Kertscher,"Law-abiding gun owners stop crimes ""2.5 million times a year,"" according to the federal Centers for Disease Control.",Curt Schilling,"August 14, 2019",barely-true
847,Samantha Putterman,"Says every time someone purchases a Bang energy drink, a portion of the money is donated to help re-elect Donald Trump and ""goes to the fund campaign for MAGA!""",Facebook posts,"August 13, 2019",barely-true
848,Elizabeth Thompson,"Dan McCready backed state legislation that raised consumers ""$149 million a year in higher energy costs.""",Club for Growth,"August 8, 2019",barely-true
849,Duncan Agnew,"""Chicago experienced its deadliest weekend of the year...With 7 dead and 52 wounded near a playground.""",Ivanka Trump,"August 7, 2019",barely-true
850,Samantha Putterman,"Says Elizabeth Warren said, ""Having an abortion is no different than someone having their tonsils removed.""",Facebook posts,"August 7, 2019",barely-true
851,Samantha Putterman,"""Fringe leftists are now advocating for cow fart bags to capture farts as a way to help prevent ‘global warming.’""",Facebook posts,"August 6, 2019",barely-true
852,Madlin Mekelburg,"Says ""we lose nearly 40,000 people in this country to gun violence, a number that no other country comes even close to.""",Beto O'Rourke,"August 2, 2019",barely-true
853,Miriam Valverde,"Says the Democratic presidential candidates ""support giving illegal immigrants free health care at our expense.""",Donald Trump,"August 1, 2019",barely-true
854,Jill Terreri,"A transaction tax in countries like the UK ""didn't affect their financial markets at all.""",Kirsten Gillibrand,"• July 26,",barely-true
855,Ciara O'Rourke,"Says Abraham Lincoln said, ""America will never be destroyed from the outside. If we lose our freedoms it will be because we have destroyed ourselves from within.""",Viral image,"July 26, 2019",barely-true
856,Eric Litke,"""Trump wants to cut (Medicare) just to pay for tax breaks to billionaires.""",Priorities USA Action,"July 26, 2019",barely-true
857,Miriam Valverde,"""There's a survey done in Guatemala. A third of Guatemalans intend to migrate to the United States. That's about 5.8 million people.""",Ron Johnson,"July 26, 2019",barely-true
858,Colin Meyn,"""Gov. Scott is pushing for a statewide voucher program that would take millions from our public schools and funnel it to private schools that mostly serve privileged families.""",Rebecca Holcombe,"July 25, 2019",barely-true
859,Samantha Putterman,"""SIX of the most prominent activists during the Ferguson riots have all been found burned to death in their cars. There are no coincidences here.""",Facebook posts,"July 25, 2019",barely-true
860,Jon Greenberg,"With Medicare for All, ""study after study has shown that ... the average middle-class families will save $3,000 each and every year on their health care bills.""",Bernie Sanders,"July 22, 2019",barely-true
861,Shefali Luthra,"""The Department of Health and Human Services is considering a plan to adopt socialist price controls from foreign countries.""",Americans For Tax Reform,"July 19, 2019",barely-true
862,Amy Sherman,"""Terrorists who are currently being held at Guantanamo Bay can be transferred to a neighborhood near you"" as a result of House Democrats’ actions on the National Defense Authorization Act.",Greg Steube,"July 19, 2019",barely-true
863,Samantha Putterman,"""No one mentions that illegals are free to leave detention centers anytime to go back to Mexico. They aren't our prisoners.""",Facebook posts,"July 17, 2019",barely-true
864,Louis Jacobson,"""A black person is four times as likely as a white person to be incarcerated for the exact same crime.""",Pete Buttigieg,"July 10, 2019",barely-true
865,Daniel Funke,"Migrants at the U.S. border are ""able to pay cell phone bills"" after a ""two-month excursion across four separate countries.""",Facebook posts,"July 10, 2019",barely-true
866,Jon Greenberg,"""We hadn’t had a (car) plant built in years — in decades, actually. And now we have many plants being built all throughout the United States.""",Donald Trump,"July 9, 2019",barely-true
867,Ciara O'Rourke,"Says ""Joe Biden calls for gun ban.""",National Rifle Association,"July 9, 2019",barely-true
868,Jill Terreri,"""The Senate Democrats have not provided one tax cut.""",John Flanagan,"• July 8,",barely-true
869,Tom Kertscher,"""There’s a hacking conference that’s held every year in Las Vegas, where I think a 14- or 15-year old-girl from Florida hacked into a replica of Florida’s election system in less than 15 minutes.""",Tulsi Gabbard,"July 3, 2019",barely-true
870,Bill McCarthy,"""Fifty percent of Republicans are in favor of Medicare for All.""",Jess McIntosh,"July 2, 2019",barely-true
871,Eric Litke,Voucher schools have increased property taxes by $1 billion since 2011,Chris Taylor,"July 1, 2019",barely-true
872,Duncan Agnew,"Says the U.S. Department of Justice has ""seen in the past"" that police department ""consent decrees don’t work, that there’s very little change, that oftentimes immediately after a consent decree goes into effect, crime actually goes up.""",Kevin Graham,"June 30, 2019",barely-true
873,Amy Sherman,"""I did not oppose busing in America. What I opposed is busing ordered by the Department of Education.""",Joe Biden,"June 28, 2019",barely-true
874,Paul Specht,"Says court ruling allows abortions in North Carolina ""until right before the baby is delivered.""",Tim Moore,"June 27, 2019",barely-true
875,Emmarie Huetteman,"""It matters that we nominate a candidate who saw the destruction wrought by a broken health care system and gave people universal health care. … These things really matter. And these are the things that I've done in New York.""",Bill de Blasio,"June 27, 2019",barely-true
876,Madlin Mekelburg,"""As you know, we apprehended over 144,000 people in a single month. That is a pace, which if it continues for 12 months, would put us on a pace for nearly 2 million apprehensions on the border.""",Ted Cruz,"June 27, 2019",barely-true
877,Bill McCarthy,"""When President Obama was elected, the market crashed … Trump was up 9%, President Obama was down 14.8% and President Bush was down almost 4%. There is an instant reaction on Wall Street.""",Charles Payne,"June 25, 2019",barely-true
878,Jon Greenberg,"Says the Central Park Five ""admitted their guilt.""",Donald Trump,"June 24, 2019",barely-true
